source_id,source_text,target_id,target_text,type,description
entite_11,les impôts et taxes à la charge de la société,entite_12,impôt sur les sociétés,exclut,L'impôt sur les sociétés est exclu des charges déductibles.
entite_1,les charges d’exploitation,entite_13,les charges de personnel et de main-d’œuvre,composée de,Les charges d'exploitation incluent les charges de personnel et de main-d’œuvre.
entite_1,les charges d’exploitation,entite_14,les dotations d’exploitation,composée de,Les charges d'exploitation incluent les dotations d’exploitation.
entite_14,les dotations d’exploitation,entite_15,les dotations aux amortissements,exemple de,Les dotations d’exploitation comprennent les dotations aux amortissements.
entite_15,les dotations aux amortissements,entite_16,immobilisations en non valeurs,concernent,Les dotations aux amortissements concernent les immobilisations en non valeurs.
entite_15,les dotations aux amortissements,entite_17,immobilisations corporelles et incorporelles,concernent,Les dotations aux amortissements concernent également les immobilisations corporelles et incorporelles.
entite_15,les dotations aux amortissements,entite_18,premier jour du mois d'acquisition,déductible à partir de,Les dotations aux amortissements sont déductibles à partir du premier jour du mois d'acquisition.
entite_15,les dotations aux amortissements,entite_19,valeur d’origine,calculé sur,L’amortissement se calcule sur la valeur d’origine.
entite_19,valeur d’origine,entite_20,coût d’acquisition,composé de,La valeur d’origine est constituée par le coût d’acquisition.
entite_20,coût d’acquisition,entite_21,prix d’achat,comprend,Le coût d’acquisition comprend le prix d’achat.
entite_20,coût d’acquisition,entite_22,frais de transport,comprend,Le coût d’acquisition comprend les frais de transport.
entite_20,coût d’acquisition,entite_23,frais d’assurance,comprend,Le coût d’acquisition comprend les frais d’assurance.
entite_20,coût d’acquisition,entite_24,droits de douanes,comprend,Le coût d’acquisition comprend les droits de douanes.
entite_20,coût d’acquisition,entite_25,frais d’installation,comprend,Le coût d’acquisition comprend les frais d’installation.
entite_1,les charges d’exploitation,entite_26,les charges financières,composée de,Les charges d'exploitation incluent également les charges financières.
entite_26,les charges financières,entite_27,les charges d’intérêts,exemple de,Les charges financières comprennent les charges d’intérêts.
entite_27,les charges d’intérêts,entite_28,intérêts constatés ou facturés,comprend,Les charges d’intérêts comprennent les intérêts constatés ou facturés.
entite_27,les charges d’intérêts,entite_29,montant du capital social,limité par,Le montant total des sommes portant intérêts déductibles ne peut excéder le montant du capital social.
entite_27,les charges d’intérêts,entite_30,taux d'intérêt moyen des bons du Trésor,déterminé par,Le taux d'intérêts déductibles est fixé annuellement par arrêté du Ministre chargé des finances.
entite_1,les charges d’exploitation,entite_31,les charges non courantes,composée de,Les charges d'exploitation incluent également les charges non courantes.
entite_31,les charges non courantes,entite_32,valeurs nettes d’amortissement des immobilisations cédées,exemple de,Les charges non courantes comprennent les valeurs nettes d’amortissement des immobilisations cédées.
entite_31,les charges non courantes,entite_33,dotations non courantes,exemple de,Les charges non courantes comprennent également les dotations non courantes.
entite_33,dotations non courantes,entite_34,dotations aux amortissements dégressifs,exemple de,Les dotations non courantes comprennent les dotations aux amortissements dégressifs.
entite_34,dotations aux amortissements dégressifs,entite_35,biens d'équipement,concernent,Les dotations aux amortissements dégressifs concernent les biens d'équipement.
entite_34,dotations aux amortissements dégressifs,entite_36,taux d'amortissement normal,appliqué à,Le taux d'amortissement est déterminé en appliquant au taux d'amortissement normal.
entite_34,dotations aux amortissements dégressifs,entite_37,première année d'acquisition,pratiqué dès,Les sociétés doivent pratiquer les amortissements dès la première année d'acquisition.
entite_1,les charges d’exploitation,entite_38,provisions pour investissement,composée de,Les charges d'exploitation incluent également les provisions pour investissement.
entite_38,provisions pour investissement,entite_39,sociétés de services,constituées par,Les provisions pour investissement sont constituées par les sociétés de services.
entite_39,sociétés de services,entite_40,25% du bénéfice fiscal,limité par,Les provisions pour investissement sont limitées à 25% du bénéfice fiscal.
entite_1,les charges d’exploitation,entite_41,les charges de personnel et de main-d’œuvre,composée de,Les charges d'exploitation incluent également les charges de personnel et de main-d’œuvre.
entite_1,"amendes, pénalités et majorations de toute nature mises à la charge des entreprises",entite_2,charges non déductibles,lié à,"Les amendes, pénalités et majorations ne sont pas déductibles du résultat fiscal."
entite_3,loi n° 32-10 complétant la loi n° 15-95 formant code de commerce,entite_4,indemnités de retard,exemption,Les indemnités de retard ne sont pas soumises aux dispositions des charges non déductibles.
entite_5,"dépenses afférentes aux charges visées à l’article 10 (I-A, B et E)",entite_6,limite de cinq mille (5.000) dirhams par jour et par fournisseur,déductibilité,Les dépenses sont déductibles dans la limite de 5.000 dirhams par jour et par fournisseur.
entite_7,"montants des achats, des travaux et des prestations de services non justifiés par une facture régulière",entite_8,non déductibles du résultat fiscal,lié à,Les montants non justifiés par une facture régulière ne sont pas déductibles.
entite_9,contribution pour l’appui à la cohésion sociale,entite_10,montant de la contribution,non déductibilité,Le montant de la contribution pour l’appui à la cohésion sociale est non déductible.
entite_11,contribution sociale de solidarité sur les bénéfices et les revenus,entite_12,prévue par le Titre III du Livre III du présent code,non déductibilité,La contribution sociale de solidarité est non déductible.
deficit,Le déficit d'un exercice comptable,benefice,bénéfice de l'exercice comptable suivant,déduit de,Le déficit peut être déduit du bénéfice de l'exercice suivant.
deficit,déficit ou le reliquat de déficit,benefices,bénéfices des exercices comptables suivants,déduit de,Le déficit peut être déduit des bénéfices des exercices suivants jusqu'au quatrième exercice.
deficit,déficit ou la fraction du déficit,amortissements,amortissements régulièrement comptabilisés,non soumis à,La limitation du délai de déduction n'est pas applicable au déficit correspondant à des amortissements.
amortissements,amortissements régulièrement comptabilisés,charges déductibles,charges déductibles de l'exercice,compris dans,Les amortissements sont compris dans les charges déductibles de l'exercice.
deficit,déficit,delai,jusqu'au quatrième exercice qui suit l'exercice déficitaire,limité par,Le délai de déduction du déficit est limité à quatre exercices.
entite_1,retenue à la source prévue à l’article 4,entite_2,"produits des actions, parts sociales et revenus assimilés",applicable sur,"La retenue à la source s'applique aux produits des actions, parts sociales et revenus assimilés."
entite_3,sociétés soumises à l’impôt sur les sociétés,entite_4,"dividendes, intérêts du capital et autres produits de participations similaires",produit de,Les produits proviennent de la distribution de bénéfices par les sociétés soumises à l’impôt sur les sociétés.
entite_5,sociétés installées dans les zones d’accélération industrielle,entite_6,statut 'Casablanca Finance City',exclut,Les sociétés avec ce statut sont exclues des dividendes et autres produits de participations similaires de source étrangère versés aux non-résidents.
